,city,position,company_name,company_size,company_type,salary,education,ability,experience
179,广州,高精地图制作主管,广州极飞科技股份有限公司,500-999人,合资,1万-1.8万,本科,高精地图 农田 导航地图 地图数据 ,3-5年
180,广州,物流数据分析,棒谷科技,1000-9999人,民营,7千-9千,本科,Python SQL 数据运营 ,1-3年
181,广州-天河区,数据专员,广东康侨药业有限公司,100-299人,民营,5千-7千,大专,产品销售数据整理分析 ,1-3年
182,广州,Digital Analyst - 0000F8I0,汇丰软件开发(广东)有限公司,1000-9999人,外商独资,面议,本科,数据分析 ,不限
183,广州-番禺区,中级生信分析师,石家庄博瑞迪生物技术有限公司,20-99人,股份制企业,9千-1.5万,本科,数据分析 ,不限
184,广州,数据分析实习生,广东天域行城市更新技术咨询有限公司,20-99人,其它,3千-4千,本科,数据分析 实习 城市更新 ,不限
185,广州-增城区,售后数据分析工程师,纽恩泰,500-999人,股份制企业,4千-6千,大专,数据分析 售后分析 质量分析 产品检测 ,1-3年
186,广州-白云区,亚马逊产品研发专员（3C电子、家居类目）,广州蓝牧贸易有限公司,100-299人,民营,8千-1.5万,本科,数据分析 数据挖掘 数据采集 商业数据分析 需求分析 行业分析 亚马逊 跨境电商 ,不限
187,广州,数据管理主任(J10278),深圳前海新心数字科技有限公司,500-999人,民营,8千-1万,本科,数据分析 ,1-3年
188,广州,Digital Analyst - 0000F7BB,汇丰软件开发(广东)有限公司,1000-9999人,外商独资,面议,硕士,数据分析 ,不限
189,广州-荔湾区,智能数据挖掘分析师,唯品会,10000人以上,上市公司,面议,本科,智能客服 客服机器人 智能外呼 数据挖掘 ,3-5年
190,广州-天河区,广州银行--业务需求分析师【周末双休 待遇福利好】,深圳市拓保软件有限公司,1000-9999人,民营,1万-1.6万,本科,数据挖掘 数据分析 数据仓库 大数据分析 ,3-5年
191,广州,金融数据分析（5K+周末双休）,广东兆丰恒业控股集团有限公司,1000-9999人,民营,8千-1万,大专,金融 ,无经验
192,广州-天河区,数据模型师,上海复深蓝软件股份有限公司,1000-9999人,上市公司,1万-1.5万,本科,数据分析 数据建模 大数据分析 Python SQL ,3-5年
193,广州-天河区,数据专员（棠东BRT）sy,湖南潭州教育网络科技有限公司广州第三分公司,10000人以上,民营,6千-8千,本科,MySQL Python BI SPSS 数据分析 excel ,不限
194,广州-海珠区,大数据分析工程师,广东珠江智联信息科技股份有限公司,100-299人,国企,9千-1.5万,大专,ETL Kafka SQL BI 数据清洗 数据分析 数据仓库 需求分析 ,3-5年
195,广州,零售银行商业分析助理副总裁,汇丰环球,10000人以上,外商独资,2.5万-5万,本科,商业分析 SQL Python 数据挖掘 ,5-10年
196,广州,数据分析助理,广东兆丰恒业控股集团有限公司,1000-9999人,民营,8千-1万,大专,金融 数据分析 ,不限
197,广州-越秀区,威胁情报分析师,数字观星,20-99人,民营,1万-1.5万,本科,数据分析 数据挖掘 SQL 数据监控 爬虫 Pandas Python 数据清洗 ,3-5年
198,广州-天河区,数据策略岗,贝壳找房,10000人以上,上市公司,1万-1.5万,本科,Tableau 数据分析 Python 数据挖掘 SQL 需求分析 数据监控 ,3-5年
199,广州-天河区,助理AI算法工程师,软通动力信息技术(集团)股份有限公司,10000人以上,民营,8千-1万,本科,数据采集 数据分析 ,不限
200,广州,零售银行数据科学家,汇丰环球,10000人以上,外商独资,1万-2万,本科,自然语言 AI 机器学习算法 ,3-5年
201,广州,高薪海归双休）不加班,中国平安人寿保险股份有限公司广州市天河支公司新运部,10000人以上,股份制企业,8千-1万,中专/中技,数据采集 商业分析 银行 金融 销售 ,不限
202,广州,计算机图形图像分析与处理工程师,广州市荣耀电子科技有限公司,20-99人,民营,6千-9千,本科,数据分析 ,不限
203,广州-黄埔区,数据工程师,广州群志科技股份有限公司,100-299人,民营,1.5万-3万,本科,Oracle 数据分析 MySQL SQL ,1-3年
204,广州-黄埔区,数据模型师,上海吉贝克信息技术有限公司,500-999人,外商独资,1.2万-2万,本科,模型设计 数据仓库 数据建模 ,3-5年
